Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====
Obj funtion: (0.04002229275216354, 0.009695781579940034)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229275335094, 0.00969578158155486)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229275295284, 0.009695781580706123)   (rho_normalized calls: 147) 


Obj funtion: (0.040022292755983305, 0.009695781580471768)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229275067082, 0.00969578157504175)   (rho_normalized calls: 147) 


Obj funtion: (0.040022292748023165, 0.009695781582094554)   (rho_normalized calls: 147) 


Obj funtion: (0.040022292752921074, 0.00969578158107997)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229276011615, 0.009695781590316602)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229276029237, 0.009695781589634932)   (rho_normalized calls: 147) 


Obj funtion: (0.04002229275948847, 0.009695781581216971)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822366036461, 0.00868411245228063)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822427444551, 0.008684112988518115)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822307835194, 0.008684111984363023)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822339875687, 0.008684112265971891)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822351644587, 0.008684112401891986)   (rho_normalized calls: 147) 


Obj funtion: (0.037698223858911695, 0.00868411281179806)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822662429856, 0.00868411287949026)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822365962594, 0.008684112450128421)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822365976179, 0.008684112452151123)   (rho_normalized calls: 147) 


Obj funtion: (0.037698223660961636, 0.008684112451681068)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822366100368, 0.008684112453574921)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822365646989, 0.008684112446870874)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822369847391, 0.00868411244225184)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822367474207, 0.008684112467778636)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822368538503, 0.00868411247921496)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822365925566, 0.008684112454057764)   (rho_normalized calls: 147) 


Obj funtion: (0.037698223665188976, 0.00868411246441305)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822362628327, 0.008684112411191873)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822372644396, 0.00868411240308909)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822366031095, 0.008684112452468189)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822366051024, 0.008684112452327954)   (rho_normalized calls: 147) 


Obj funtion: (0.037698223660383924, 0.008684112452307331)   (rho_normalized calls: 147) 


Obj funtion: (0.0376982236602547, 0.008684112452283503)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822366036411, 0.008684112452143199)   (rho_normalized calls: 147) 


Obj funtion: (0.037698223663884735, 0.00868411245293095)   (rho_normalized calls: 147) 


Obj funtion: (0.037698223659603985, 0.00868411244856173)   (rho_normalized calls: 147) 


Obj funtion: (0.037698223654366876, 0.00868411245049943)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822366127837, 0.008684112452174514)   (rho_normalized calls: 147) 


Obj funtion: (0.037698223659437216, 0.008684112452158457)   (rho_normalized calls: 147) 


Obj funtion: (0.037698223660414504, 0.008684112451738772)   (rho_normalized calls: 147) 


Obj funtion: (0.03769822366657109, 0.00868411245429012)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681080198925, 0.008935788172751001)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681149251311, 0.008935788728038262)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681015653548, 0.008935787686204781)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681061861234, 0.008935788045651795)   (rho_normalized calls: 147) 


Obj funtion: (0.035366810606525384, 0.008935788129154902)   (rho_normalized calls: 147) 


Obj funtion: (0.035366810930044526, 0.008935788519076913)   (rho_normalized calls: 147) 


Obj funtion: (0.035366813524135655, 0.008935788605515978)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681080079904, 0.008935788170213226)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681080095917, 0.008935788172926055)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681080225544, 0.008935788172098981)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681079990304, 0.008935788170658585)   (rho_normalized calls: 147) 


Obj funtion: (0.035366810800399634, 0.008935788171445976)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681083264626, 0.008935788159920383)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681082057193, 0.008935788195925519)   (rho_normalized calls: 147) 


Obj funtion: (0.035366810842923466, 0.008935788195171261)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681080129089, 0.008935788171444713)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681078018334, 0.008935788148214358)   (rho_normalized calls: 147) 


Obj funtion: (0.035366810781704214, 0.008935788157478676)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681084477048, 0.008935788116315312)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681080192479, 0.008935788172884256)   (rho_normalized calls: 147) 


Obj funtion: (0.035366810802130166, 0.008935788172744728)   (rho_normalized calls: 147) 


Obj funtion: (0.035366810802008375, 0.008935788172725258)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681080152836, 0.008935788172233769)   (rho_normalized calls: 147) 


Obj funtion: (0.0353668108016273, 0.008935788172004869)   (rho_normalized calls: 147) 


Obj funtion: (0.035366810805020354, 0.008935788173530183)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681080068908, 0.008935788169660334)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681079484313, 0.008935788171405883)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681080262311, 0.008935788172407186)   (rho_normalized calls: 147) 


Obj funtion: (0.035366810797858035, 0.008935788167871495)   (rho_normalized calls: 147) 


Obj funtion: (0.035366810799193835, 0.008935788167282965)   (rho_normalized calls: 147) 


Obj funtion: (0.03536681080647982, 0.008935788174941728)   (rho_normalized calls: 147) 


Obj funtion: (0.03333670990355671, 0.0046053913558849165)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670969142191, 0.0046053910757892615)   (rho_normalized calls: 189) 


Obj funtion: (0.03333671010451868, 0.004605391540869125)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670986561529, 0.004605391311917094)   (rho_normalized calls: 189) 


Obj funtion: (0.03333671044293997, 0.004605391875619339)   (rho_normalized calls: 189) 


Obj funtion: (0.033336710845409866, 0.004605392082462836)   (rho_normalized calls: 189) 


Obj funtion: (0.03333671220931098, 0.004605391544169159)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670990500229, 0.004605391355281247)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670990339969, 0.004605391355936722)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670990352748, 0.004605391355706372)   (rho_normalized calls: 189) 


Obj funtion: (0.033336709905276554, 0.004605391356665986)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670991534684, 0.004605391371281842)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670992178675, 0.004605391354170752)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670987517371, 0.004605391352784466)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670989455125, 0.00460539133618072)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670990362317, 0.00460539135537887)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670988947528, 0.004605391321644965)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670996492741, 0.0046053914481897235)   (rho_normalized calls: 189) 


Obj funtion: (0.033336709906909394, 0.004605391345625439)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670990385863, 0.004605391356308175)   (rho_normalized calls: 189) 


Obj funtion: (0.033336709903639114, 0.004605391355947436)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670990355969, 0.0046053913558867345)   (rho_normalized calls: 189) 


Obj funtion: (0.033336709903123166, 0.004605391355134239)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670990184805, 0.004605391353510027)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670990585068, 0.004605391347068798)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670989835372, 0.00460539134929695)   (rho_normalized calls: 189) 


Obj funtion: (0.033336709901301526, 0.00460539135327438)   (rho_normalized calls: 189) 


Obj funtion: (0.033336709903668466, 0.004605391355979875)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670989809802, 0.004605391346796485)   (rho_normalized calls: 189) 


Obj funtion: (0.03333670989142006, 0.004605391340606347)   (rho_normalized calls: 189) 


Obj funtion: (0.033336709905276846, 0.004605391323443031)   (rho_normalized calls: 189) 


Obj funtion: (0.032773689067264855, 0.009983435065998122)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368905399846, 0.009983435095934606)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368912245285, 0.009983435049956899)   (rho_normalized calls: 147) 


Obj funtion: (0.032773689068739766, 0.009983435058699017)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368914759348, 0.00998343489802446)   (rho_normalized calls: 147) 


Obj funtion: (0.032773689484884336, 0.00998343528939883)   (rho_normalized calls: 147) 


Obj funtion: (0.03277369140560271, 0.009983435555419015)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906831153, 0.009983435065363436)   (rho_normalized calls: 147) 


Obj funtion: (0.032773689066422744, 0.009983435065129512)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906730329, 0.009983435066056645)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906510189, 0.009983435061907464)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368907020978, 0.009983435067501649)   (rho_normalized calls: 147) 


Obj funtion: (0.032773689086007765, 0.009983435049092979)   (rho_normalized calls: 147) 


Obj funtion: (0.032773689045333634, 0.009983435067668925)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368907620848, 0.009983435066070676)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906879595, 0.009983435071204916)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368903837098, 0.009983435013972974)   (rho_normalized calls: 147) 


Obj funtion: (0.032773689075644784, 0.009983435058058848)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368907189638, 0.009983435002941958)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906751857, 0.009983435066220639)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906739547, 0.009983435066060434)   (rho_normalized calls: 147) 


Obj funtion: (0.032773689067260046, 0.00998343506598115)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906676376, 0.009983435065130955)   (rho_normalized calls: 147) 


Obj funtion: (0.0327736890663995, 0.009983435064781276)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906956707, 0.009983435066876226)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906250186, 0.009983435061790488)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906372062, 0.009983435062286564)   (rho_normalized calls: 147) 


Obj funtion: (0.032773689067241735, 0.009983435065646834)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906228077, 0.009983435057391576)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906069307, 0.00998343505763042)   (rho_normalized calls: 147) 


Obj funtion: (0.03277368906902873, 0.009983435068185782)   (rho_normalized calls: 147) 


Obj funtion: (0.03272315794978637, 0.0038032714829319917)   (rho_normalized calls: 189) 


Obj funtion: (0.032723157964120814, 0.003803271496101846)   (rho_normalized calls: 189) 


Obj funtion: (0.032723157992724836, 0.003803271537244907)   (rho_normalized calls: 189) 


Obj funtion: (0.032723157970291857, 0.0038032715894087913)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315793277308, 0.0038032714029961005)   (rho_normalized calls: 189) 


Obj funtion: (0.032723158258088796, 0.003803271527273149)   (rho_normalized calls: 189) 


Obj funtion: (0.03272316026868523, 0.0038032717041274816)   (rho_normalized calls: 189) 


Obj funtion: (0.032723157950874736, 0.0038032714822179518)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315794882807, 0.0038032714820599115)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315794986268, 0.0038032714830416193)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315794701968, 0.00380327147956243)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315795049244, 0.0038032714834625118)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315796768185, 0.0038032714811537943)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315792741577, 0.0038032714858581233)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315796297152, 0.0038032714933725568)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315795184854, 0.003803271486727754)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315791951079, 0.0038032714414553918)   (rho_normalized calls: 189) 


Obj funtion: (0.032723157943670825, 0.0038032714862262567)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315795158968, 0.0038032714707732914)   (rho_normalized calls: 189) 


Obj funtion: (0.0327231579500411, 0.0038032714831387846)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315794993009, 0.0038032714829673523)   (rho_normalized calls: 189) 


Obj funtion: (0.032723157949776586, 0.0038032714829184123)   (rho_normalized calls: 189) 


Obj funtion: (0.032723157949315934, 0.0038032714822526393)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315794914306, 0.0038032714819718543)   (rho_normalized calls: 189) 


Obj funtion: (0.0327231579520826, 0.003803271474091495)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315794492628, 0.003803271478996473)   (rho_normalized calls: 189) 


Obj funtion: (0.032723157945953166, 0.0038032714805918775)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315794969749, 0.003803271482466815)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315794528789, 0.0038032714762856346)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315794480823, 0.0038032714775776836)   (rho_normalized calls: 189) 


Obj funtion: (0.03272315795152825, 0.003803271450642176)   (rho_normalized calls: 189) 

window 3: gates [10,16) obj=0.032723 time=7.0s

Obj funtion: (0.906617457687748, 0.008884437063287171)   (rho_normalized calls: 609) 


Obj funtion: (0.906617460004203, 0.008884437087661472)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174614078576, 0.008884437070110463)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174659298952, 0.008884437152706644)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174634467438, 0.00888443700932632)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174627025694, 0.008884437018281274)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174591691574, 0.008884437091629097)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174577056111, 0.008884437048396173)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174577984276, 0.00888443705559132)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174578801028, 0.008884437060280807)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174578579078, 0.008884437056697427)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174578728953, 0.008884437060104812)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174577281312, 0.008884437059151535)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174576896417, 0.008884437029240634)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174573908854, 0.008884437034100095)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174577911653, 0.008884437034362817)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174577842355, 0.008884437049951338)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174574957945, 0.00888443707071565)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174577874182, 0.008884437030781638)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174576900141, 0.008884437077387142)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174576888777, 0.008884437063523863)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174576888375, 0.008884437065324127)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174576859926, 0.008884437059552908)   (rho_normalized calls: 609) 


Obj funtion: (0.906617457673879, 0.008884437066336423)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174576857766, 0.008884437056387426)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174576893578, 0.008884437113643931)   (rho_normalized calls: 609) 


Obj funtion: (0.9066174576515944, 0.00888443707060082)   (rho_normalized calls: 609) 
